stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear
USA,2,A2.9-46,Truman,12,4,1945,1,1953
USA,2,A2.9-49,Eisenhower,20,1,1953,1,1961
USA,2,A2.9-52,Kennedy,20,1,1961,11,1963
USA,2,A2.9-55,Johnson,22,11,1963,1,1969
USA,2,A2.9-58,Nixon,20,1,1969,8,1974
USA,2,A2.9-61,Ford,9,8,1974,1,1977
USA,2,A2.9-64,Carter,20,1,1977,1,1981
USA,2,A2.9-67,Reagan,20,1,1981,1,1989
USA,2,A2.9-70,Bush,20,1,1989,1,1993
USA,2,A2.9-73,Clinton,20,1,1993,1,2001
USA,2,A2.9-76,G.W. Bush,21,1,2001,1,2009
USA,2,A3.0-1,Obama,20,1,2009,,
CAN,20,A2.9-121,St. Laurent,15,11,1948,6,1957
CAN,20,A2.9-124,Diefenbaker,21,6,1957,4,1963
CAN,20,A2.9-127,Pearson,22,4,1963,4,1968
CAN,20,A2.9-130,Trudeau,20,4,1968,6,1979
CAN,20,A2.9-133,Clark,4,6,1979,3,1980
CAN,20,A2.9-136,Trudeau,3,3,1980,6,1984
CAN,20,A2.9-139,Turner,30,6,1984,9,1984
CAN,20,A2.9-142,Mulroney,17,9,1984,6,1993
CAN,20,A2.9-145,Kim Campbell,25,6,1993,11,1993
CAN,20,A2.9-148,Chretien,4,11,1993,12,2003
CAN,20,A2.9-151,Paul Martin,12,12,2003,2,2006
CAN,20,A3.0-2,Harper,6,2,2006,,
BHM,31,A2.9-154,Pindling,16,1,1967,8,1992
BHM,31,A2.9-157,Ingraham,21,8,1992,5,2002
BHM,31,A2.9-160,Christie,3,5,2002,5,2005
BHM,31,A3.0-3,Pratt,4,5,2005,6,2005
BHM,31,A2.9-160a,Christie,1,6,2005,5,2007
BHM,31,A3.0-4,Ingraham,4,5,2007,5,2012
BHM,31,cb-31-1,Christie,8,5,2012,,
CUB,40,A2.9-202,Grau San Martin,10,10,1944,10,1948
CUB,40,A2.9-205,Prio Socarres,10,10,1948,3,1952
CUB,40,A2.9-208,Batista,10,3,1952,1,1959
CUB,40,A2.9-211,Castro,2,1,1959,2,2008
CUB,40,A3.0-5,Raul Castro,24,2,2008,,
HAI,41,A2.9-277,Estime,16,8,1946,5,1950
HAI,41,A2.9-280,Magloire,10,5,1950,12,1956
HAI,41,A2.9-283,Pierre-Louis,12,12,1956,2,1957
HAI,41,A2.9-286,Sylvain,7,2,1957,4,1957
HAI,41,A2.9-289,Executive Council,2,4,1957,5,1957
HAI,41,A2.9-295,Cantave,20,5,1957,5,1957
HAI,41,A2.9-298,Fignole,26,5,1957,6,1957
HAI,41,A2.9-301,Kebreau,14,6,1957,10,1957
HAI,41,A2.9-304,"Duvalier, Francois",15,10,1957,4,1971
HAI,41,A2.9-307,"Duvalier, Jean-",22,4,1971,2,1986
HAI,41,A2.9-310,Namphy,7,2,1986,2,1988
HAI,41,A2.9-313,Manigat,7,2,1988,6,1988
HAI,41,A2.9-316,Namphy,20,6,1988,9,1988
HAI,41,A2.9-319,Avril,17,9,1988,3,1990
HAI,41,A2.9-325,Pascal-Troillet,13,3,1990,2,1991
HAI,41,A2.9-328,Aristide,7,2,1991,9,1991
HAI,41,A2.9-331,Cedras,30,9,1991,10,1994
HAI,41,A2.9-334,Aristide,15,10,1994,2,1996
HAI,41,A2.9-337,Preval,7,2,1996,2,2001
HAI,41,A2.9-340,Aristide,8,2,2001,2,2004
HAI,41,A2.9-343,Boniface Alexandre,29,2,2004,5,2006
HAI,41,A3.0-6,Preval,14,5,2006,5,2011
HAI,41,cb-41-1,Martelly,14,5,2011,,
DOM,42,A2.9-433,Rafael Trujillo,16,8,1930,5,1961
DOM,42,A2.9-436,Balaguer,30,5,1961,1,1962
DOM,42,A2.9-442,Filiberto Bonnelly,19,1,1962,2,1963
DOM,42,A2.9-445,Bosch,27,2,1963,9,1963
DOM,42,A2.9-448,de los Santos,26,9,1963,12,1963
DOM,42,A2.9-451,Cabral,22,12,1963,4,1965
DOM,42,A2.9-457,Bartolome Benoit,27,4,1965,5,1965
DOM,42,A2.9-460,Berreras,7,5,1965,8,1965
DOM,42,A2.9-463,Godoy,3,9,1965,7,1966
DOM,42,A2.9-466,Balaguer,1,7,1966,7,1978
DOM,42,A2.9-469,Guzman Fernandez,1,7,1978,7,1982
DOM,42,A2.9-472,Majluta Azar,4,7,1982,8,1982
DOM,42,A2.9-475,Blanco,16,8,1982,8,1986
DOM,42,A2.9-478,Balaguer,16,8,1986,8,1996
DOM,42,A2.9-481,Fernandez Reyna,16,8,1996,8,2000
DOM,42,A2.9-484,Hipolito Mejia,17,8,2000,8,2004
DOM,42,A2.9-487,Fernandez Reyna,16,8,2004,8,2012
DOM,42,cb-42-1,Danilo Medina,16,8,2012,,
JAM,51,A2.9-490,Bustamante,6,8,1962,2,1967
JAM,51,A2.9-493,Sangster,22,2,1967,4,1967
JAM,51,A2.9-496,Shearer,11,4,1967,3,1972
JAM,51,A2.9-499,Manley,2,3,1972,11,1980
JAM,51,A2.9-502,Seaga,1,11,1980,2,1989
JAM,51,A2.9-505,Manley,10,2,1989,3,1992
JAM,51,A2.9-508,Patterson,30,3,1992,3,2006
JAM,51,A3.0-8,Simpsom Miller,30,3,2006,9,2007
JAM,51,A3.0-9,Golding,11,9,2007,10,2011
JAM,51,A3.0-10,Holness,23,10,2011,1,2012
JAM,51,cb-51-1,Simpson Miller,5,1,2012,,
TRI,52,A2.9-511,Williams,31,8,1962,3,1981
TRI,52,A2.9-514,Chambers,30,3,1981,12,1986
TRI,52,A2.9-517,Robinson,18,12,1986,12,1991
TRI,52,A2.9-520,Manning,16,12,1991,11,1995
TRI,52,A2.9-523,Panday,9,11,1995,12,2001
TRI,52,A2.9-526,Manning,25,12,2001,5,2010
TRI,52,A3.0-11,Persad-Bissessar,26,5,2010,9,2015
TRI,52,cb-52-1,Rowley,9,9,2015,,
BAR,53,A2.9-529,Barrow,18,11,1966,9,1976
BAR,53,A2.9-532,Adams,8,10,1976,3,1985
BAR,53,A2.9-535,St. John,11,3,1985,5,1986
BAR,53,A2.9-538,Barrow,29,5,1986,6,1987
BAR,53,A2.9-541,Sandiford,1,6,1987,9,1994
BAR,53,A2.9-544,Arthur,7,9,1994,1,2008
BAR,53,A3.0-12,Thompson,16,1,2008,10,2010
BAR,53,A3.0-13,Stuart,23,10,2010,,
DMA,54,cb-54-1,Patrick John,3,11,1978,6,1979
DMA,54,cb-54-2,Oliver Seraphin,25,6,1979,7,1980
DMA,54,cb-54-3,Eugenia Charles,21,7,1980,6,1995
DMA,54,cb-54-4,Edison James,14,6,1995,2,2000
DMA,54,cb-54-5,Rosie Douglas,3,2,2000,10,2000
DMA,54,cb-54-6,Pierre Charles,3,10,2000,1,2004
DMA,54,cb-54-7,Roosevelt Skerrit,8,1,2004,,
GRN,55,cb-55-1,Eric Gairy,7,2,1974,3,1979
GRN,55,cb-55-2,Maurice Bishop,13,3,1979,10,1983
GRN,55,cb-55-3,Hudson Austin,19,10,1983,10,1983
GRN,55,cb-55-4,Nicholas Brathwaite,9,12,1983,12,1984
GRN,55,cb-55-5,Blaize,4,12,1984,12,1989
GRN,55,cb-55-6,Jones,20,12,1989,3,1990
GRN,55,cb-55-7,Brathwaite,16,3,1990,2,1995
GRN,55,cb-55-8,Brizan,1,2,1995,6,1995
GRN,55,cb-55-9,Mitchell,22,6,1995,7,2008
GRN,55,cb-55-10,Thomas,9,7,2008,2,2013
GRN,55,cb-55-11,Mitchell,20,2,2013,,
SLU,56,cb-56-1,Compton,22,2,1979,7,1979
SLU,56,cb-56-2,Louisy,2,7,1979,5,1981
SLU,56,cb-56-3,Cenac,4,5,1981,1,1982
SLU,56,cb-56-4,Pilgrim,17,1,1982,5,1982
SLU,56,cb-56-5,Compton,3,5,1982,4,1996
SLU,56,cb-56-6,Lewis,2,4,1996,5,1997
SLU,56,cb-56-7,Anthony,24,5,1997,12,2006
SLU,56,cb-56-8,Compton,15,12,2006,5,2007
SLU,56,cb-56-9,King,1,5,2007,11,2011
SLU,56,cb-56-10,Anthony,30,11,2011,,
SVG,57,cb-57-1,Cato,27,10,1979,7,1984
SVG,57,cb-57-2,Mitchell,30,7,1984,10,2000
SVG,57,cb-57-3,Eustace,27,10,2000,3,2001
SVG,57,cb-57-4,Gonsalves,29,3,2001,,
AAB,58,cb-58-1,Vere Bird,1,11,1981,3,1994
AAB,58,cb-58-2,Lester Bird,9,3,1994,3,2004
AAB,58,cb-58-3,Spencer,24,3,2004,6,2014
AAB,58,cb-58-4,Browne,13,6,2014,,
SKN,60,cb-60-1,Simmonds,19,9,1983,7,1995
SKN,60,cb-60-2,Douglas,4,7,1995,2,2015
SKN,60,cb-60-3,Harris,18,2,2015,,
MEX,70,A2.9-586,Avila Camacho,1,12,1940,12,1946
MEX,70,A2.9-589,Aleman Valdes,1,12,1946,12,1952
MEX,70,A2.9-592,Ruiz Cortines,1,12,1952,12,1958
MEX,70,A2.9-595,Lopez Mateos,1,12,1958,12,1964
MEX,70,A2.9-598,Diaz Ordaz,1,12,1964,12,1970
MEX,70,A2.9-601,Echeverria Alvarez,1,12,1970,12,1976
MEX,70,A2.9-604,Lopez Portillo,1,12,1976,12,1982
MEX,70,A2.9-607,de La Madrid,1,12,1982,12,1988
MEX,70,A2.9-610,Salinas,1,12,1988,11,1994
MEX,70,A2.9-613,Zedillo,1,12,1994,11,2000
MEX,70,A2.9-616,Vicente Fox Quesada,1,12,2000,11,2006
MEX,70,A3.0-14,Calderon,1,12,2006,11,2012
MEX,70,cb-70-1,Enrique Pena Nieto,1,12,2012,,
BLZ,80,A2.9-619,Price,21,9,1981,12,1984
BLZ,80,A2.9-622,Esquivel,17,12,1984,11,1989
BLZ,80,A2.9-625,Price,7,11,1989,7,1993
BLZ,80,A2.9-628,Esquivel,3,7,1993,8,1998
BLZ,80,A2.9-631,Musa,28,8,1998,2,2008
BLZ,80,A3.0-15,D.Barrow,8,2,2008,,
GUA,90,A2.9-673,Arevalo,15,3,1945,3,1951
GUA,90,A2.9-676,Arbenz Guzman,1,3,1951,6,1954
GUA,90,A2.9-682,Monzon,29,6,1954,7,1954
GUA,90,A2.9-685,Castillo Armas,8,7,1954,7,1957
GUA,90,A2.9-688,Gonzalez Lopez,20,7,1957,10,1957
GUA,90,A2.9-694,Flores Avendano,28,10,1957,3,1958
GUA,90,A2.9-697,Ydigoras Fuente,2,3,1958,3,1963
GUA,90,A2.9-700,Peralta Azurdia,31,3,1963,7,1966
GUA,90,A2.9-703,Mendez Montenegro,1,7,1966,7,1970
GUA,90,A2.9-706,Arana Osorio,1,7,1970,7,1974
GUA,90,A2.9-709,Laugerud Garcia,1,7,1974,7,1978
GUA,90,A2.9-712,Lucas Garcia,1,7,1978,3,1982
GUA,90,A2.9-715,Rios Montt,23,3,1982,8,1983
GUA,90,A2.9-718,Mejia Victores,8,8,1983,1,1986
GUA,90,A2.9-721,Cerezo,14,1,1986,1,1991
GUA,90,A2.9-724,Serrano Elias,14,1,1991,5,1993
GUA,90,A2.9-727,Espina Salguero,31,5,1993,6,1993
GUA,90,A2.9-730,Leon Carpio,1,6,1993,1,1996
GUA,90,A2.9-733,Arzu Yrigoyen,14,1,1996,1,2000
GUA,90,A2.9-736,Alfonso Portillo Cabrera,15,1,2000,1,2004
GUA,90,A2.9-739,Berger Perdomo,14,1,2004,1,2008
GUA,90,A3.0-16,Caballeros,14,1,2008,1,2012
GUA,90,cb-90-1,Molina,14,1,2012,9,2015
GUA,90,cb-90-2,Aguirre,3,9,2015,1,2016
GUA,90,cb-90-3,Morales,1,15,2016,,
HON,91,A2.9-805,Galvez,1,1,1949,1,1954
HON,91,A2.9-808,Lozano Diaz,15,1,1954,10,1956
HON,91,A2.9-811,Hector Caraccioli,21,10,1956,12,1957
HON,91,A2.9-814,Villeda Morales,21,12,1957,10,1963
HON,91,A2.9-817,Lopez Arellano,3,10,1963,6,1971
HON,91,A2.9-820,Cruz,6,6,1971,12,1972
HON,91,A2.9-823,Lopez Arellano,4,12,1972,4,1975
HON,91,A2.9-826,Castro,22,4,1975,8,1978
HON,91,A2.9-829,Paz Garcia,7,8,1978,1,1982
HON,91,A2.9-832,Suazo Cordova,27,1,1982,1,1986
HON,91,A2.9-835,Azcona Hoyo,27,1,1986,1,1990
HON,91,A2.9-838,Callejas,27,1,1990,1,1994
HON,91,A2.9-841,Reina,27,1,1994,1,1998
HON,91,A2.9-844,Flores Facusse,27,1,1998,1,2002
HON,91,A2.9-847,Ricardo Maduro,27,1,2002,1,2006
HON,91,A3.0-17,Zelaya,27,1,2006,6,2009
HON,91,A3.0-18,Micheletti,28,6,2009,1,2010
HON,91,A3.0-19,Lobo,27,1,2010,1,2014
HON,91,cb-91-1,Juan Orlando Hernandez,27,1,2014,,
SAL,92,A2.9-928,Oscar Bolanos,22,10,1949,9,1950
SAL,92,A2.9-931,Osorio,14,9,1950,9,1956
SAL,92,A2.9-934,Lemus,14,9,1956,10,1960
SAL,92,A2.9-937,Castillo,26,10,1960,1,1961
SAL,92,A2.9-940,Portillo,25,1,1961,1,1962
SAL,92,A2.9-943,Rodolfo Cordon,25,1,1962,7,1962
SAL,92,A2.9-946,Rivera,1,7,1962,7,1967
SAL,92,A2.9-949,Sanchez Hernandez,1,7,1967,7,1972
SAL,92,A2.9-952,Molina,1,7,1972,7,1977
SAL,92,A2.9-955,Romero Mena,1,7,1977,10,1979
SAL,92,A2.9-958,Majano Ramos,15,10,1979,12,1980
SAL,92,A2.9-961,Duarte,13,12,1980,5,1982
SAL,92,A2.9-964,Magana Borjo,2,5,1982,6,1984
SAL,92,A2.9-967,Duarte,1,6,1984,6,1989
SAL,92,A2.9-970,Cristiani,1,6,1989,6,1994
SAL,92,A2.9-973,Calderon Sol,1,6,1994,6,1999
SAL,92,A2.9-976,Flores,1,6,1999,6,2004
SAL,92,A2.9-979,Saca Gonzšlez,1,6,2004,6,2009
SAL,92,A3.0-20,Funes,1,6,2009,6,2014
SAL,92,cb-92-1,Salvador Sanchez Ceren,1,6,2014,,
NIC,93,A2.9-1048,Anastasio Somoza Garcia,26,5,1947,9,1956
NIC,93,A2.9-1051,Luis Somoza Debayle,29,9,1956,5,1963
NIC,93,A2.9-1054,Shick Gutierrez,1,5,1963,8,1966
NIC,93,A2.9-1057,Guerrero Gutierrez,4,8,1966,5,1967
NIC,93,A2.9-1060,Anastasio Somoza Debayle,1,5,1967,7,1979
NIC,93,A2.9-1063,Daniel Ortega,18,7,1979,4,1990
NIC,93,A2.9-1066,Violeta Chamorro,25,4,1990,1,1997
NIC,93,A2.9-1069,Aleman,10,1,1997,1,2002
NIC,93,A2.9-1072,Enrique Bolanos,11,1,2002,1,2007
NIC,93,A3.0-21,Daniel Ortega,10,1,2007,,
COS,94,A2.9-1144,Otilia Ulate,8,11,1949,11,1953
COS,94,A2.9-1147,Figueres Ferrer,8,11,1953,5,1958
COS,94,A2.9-1150,Echandi Jimenez,8,5,1958,5,1962
COS,94,A2.9-1153,Orlich,8,5,1962,5,1966
COS,94,A2.9-1156,Trejos,8,5,1966,5,1970
COS,94,A2.9-1159,Figueres Ferrer,8,5,1970,5,1974
COS,94,A2.9-1162,"Quiros, Daniel",8,5,1974,5,1978
COS,94,A2.9-1165,Carazo Odio,8,5,1978,5,1982
COS,94,A2.9-1168,Monge Alverez,8,5,1982,5,1986
COS,94,A2.9-1171,Arias,8,5,1986,5,1990
COS,94,A2.9-1174,Calderon Fournier,8,5,1990,5,1994
COS,94,A2.9-1177,Figueres Olsen,8,5,1994,5,1998
COS,94,A2.9-1180,Rodriguez Echeverria,8,5,1998,5,2002
COS,94,A2.9-1183,de la Espriella,9,5,2002,5,2006
COS,94,A3.0-22,Arias,8,5,2006,5,2010
COS,94,A3.0-23,Miranda,8,5,2010,5,2014
COS,94,cb-94-1,Luis Guillermo Solis,8,5,2014,,
PAN,95,A2.9-1270,"Arias, A.",25,11,1949,5,1951
PAN,95,A2.9-1273,"Arosomena, A.",10,5,1951,10,1952
PAN,95,A2.9-1276,Remon Cantero,1,10,1952,1,1955
PAN,95,A2.9-1279,Guizado,3,1,1955,1,1955
PAN,95,A2.9-1282,Arias Espinosa,15,1,1955,10,1956
PAN,95,A2.9-1285,"Guardia Jr., E.",1,10,1956,10,1960
PAN,95,A2.9-1288,"Chiari, Roberto",1,10,1960,10,1964
PAN,95,A2.9-1291,Robles,1,10,1964,10,1968
PAN,95,A2.9-1294,"Arias, A.",1,10,1968,10,1968
PAN,95,A2.9-1297,Torrijos Herrera,12,10,1968,7,1981
PAN,95,A2.9-1300,Florez Aguilar,31,7,1981,3,1982
PAN,95,A2.9-1303,Dario Paredes,3,3,1982,8,1983
PAN,95,A2.9-1306,Noriega,15,8,1983,1,1990
PAN,95,A2.9-1309,Endara,4,1,1990,9,1994
PAN,95,A2.9-1312,Balladares,1,9,1994,9,1999
PAN,95,A2.9-1315,Mireya Moscoso,1,9,1999,9,2004
PAN,95,A2.9-1318,Martin Torrijos,1,9,2004,7,2009
PAN,95,A3.0-24,Martinelli,1,7,2009,7,2014
PAN,95,cb-95-1,Juan Carlos Varela,1,7,2014,,
COL,100,A2.9-1399,Ospina Perez,7,8,1946,8,1950
COL,100,A2.9-1402,Laureanco Gomez,7,8,1950,11,1951
COL,100,A2.9-1405,Roberto Urdaneta Arbelaez,5,11,1951,6,1953
COL,100,A2.9-1411,Rojas Pinillia,13,6,1953,5,1957
COL,100,A2.9-1414,Paris,10,5,1957,8,1958
COL,100,A2.9-1417,Lleras Camargo,7,8,1958,8,1962
COL,100,A2.9-1420,Guillermo-Leon,7,8,1962,8,1966
COL,100,A2.9-1423,Lleras Restropo,7,8,1966,8,1970
COL,100,A2.9-1426,Pastrana Borrero,7,8,1970,8,1974
COL,100,A2.9-1429,Lopez Michelsen,7,8,1974,8,1978
COL,100,A2.9-1432,Turbay,7,8,1978,8,1982
COL,100,A2.9-1435,Betancur,7,8,1982,8,1986
COL,100,A2.9-1438,Vargas,7,8,1986,8,1990
COL,100,A2.9-1441,Trujillo,7,8,1990,8,1994
COL,100,A2.9-1444,Pizano,7,8,1994,8,1998
COL,100,A2.9-1447,Arango,7,8,1998,8,2002
COL,100,A2.9-1450,Alvaro Uribe Velez,8,8,2002,8,2010
COL,100,A3.0-25,Santos Calderon,7,8,2010,,
VEN,101,A2.9-1525,Delgado Chalbaud,24,11,1948,11,1950
VEN,101,A2.9-1528,Perez Jimenez,13,11,1950,1,1958
VEN,101,A2.9-1531,Larrazabal,23,1,1958,11,1958
VEN,101,A2.9-1534,Sanabria,14,11,1958,2,1959
VEN,101,A2.9-1537,Betancourt,13,2,1959,12,1963
VEN,101,A2.9-1540,Leoni,1,12,1963,3,1969
VEN,101,A2.9-1543,Caldera Rodriguez,11,3,1969,3,1974
VEN,101,A2.9-1546,Andres Perez,12,3,1974,3,1979
VEN,101,A2.9-1549,Campins,12,3,1979,2,1984
VEN,101,A2.9-1552,Lusinchi,2,2,1984,2,1989
VEN,101,A2.9-1555,Andres Perez,2,2,1989,5,1993
VEN,101,A2.9-1555-1,Lepage Barreto,21,5,1993,6,1993
VEN,101,A2.9-1558,Velasquez,5,6,1993,2,1994
VEN,101,A2.9-1561,Caldera Rodriguez,2,2,1994,2,1999
VEN,101,A2.9-1564,Hugo Chavez,2,2,1999,3,2013
VEN,101,cb-101-1,Nicolas Maduro,5,3,2013,,
GUY,110,A2.9-1567,Burnham,26,5,1966,8,1985
GUY,110,A2.9-1570,Hoyte,6,8,1985,10,1992
GUY,110,A2.9-1573,Jagan Cheddi,9,10,1992,3,1997
GUY,110,A2.9-1576,Samuel Hinds,6,3,1997,12,1997
GUY,110,A2.9-1579,Janet Jagan,19,12,1997,8,1999
GUY,110,A2.9-1582,Bharrat Jagdeo,11,8,1999,12,2011
GUY,110,A3.0-26,Ramotar,3,12,2011,5,2015
GUY,110,cb -110-1,David Granger,16,5,2015,,
SUR,115,A2.9-1585,Ferrier,25,11,1975,2,1980
SUR,115,cb-115-01,Chin A Sen,15,3,1980,8,1980
SUR,115,A2.9-1588,Bouterse,13,8,1980,1,1988
SUR,115,A2.9-1591,Shankar,25,1,1988,12,1990
SUR,115,A2.9-1597,Kraag,29,12,1990,9,1991
SUR,115,A2.9-1600,Venetiaan,16,9,1991,9,1996
SUR,115,A2.9-1603,Wijdenbosch,15,9,1996,8,2000
SUR,115,A2.9-1606,Venetiaan,12,8,2000,8,2010
SUR,115,A3.0-27,Bouterse,12,8,2010,,
ECU,130,A2.9-1744,Plaza Lasso,1,9,1948,9,1952
ECU,130,A2.9-1747,Velasco Ibarra,1,9,1952,9,1956
ECU,130,A2.9-1750,Ponce Enriquez,1,9,1956,9,1960
ECU,130,A2.9-1753,Velasco Ibarra,1,9,1960,11,1961
ECU,130,A2.9-1756,Arosemena Monroy,7,11,1961,7,1963
ECU,130,A2.9-1759,Castro,11,7,1963,3,1966
ECU,130,A2.9-1762,Yerovi Indaburu,29,3,1966,11,1966
ECU,130,A2.9-1765,Arosemena Gomez,16,11,1966,9,1968
ECU,130,A2.9-1768,Velasco Ibarra,1,9,1968,2,1972
ECU,130,A2.9-1771,Rodriguez Lara,15,2,1972,1,1976
ECU,130,A2.9-1774,Poveda Burbano,11,1,1976,8,1979
ECU,130,A2.9-1777,Roldos Aquilers,10,8,1979,5,1981
ECU,130,A2.9-1780,Hurtado Larrea,24,5,1981,8,1984
ECU,130,A2.9-1783,Febres Cordaro,10,8,1984,8,1988
ECU,130,A2.9-1786,Borja Cevallos,10,8,1988,8,1992
ECU,130,A2.9-1789,Duran Ballen,10,8,1992,8,1996
ECU,130,A2.9-1792,Bucaram Ortiz,10,8,1996,2,1997
ECU,130,A2.9-1795,Alarcon Fabian,6,2,1997,8,1998
ECU,130,A2.9-1804,Mahuad,10,8,1998,1,2000
ECU,130,A2.9-1807,Gustavo Noboa,22,1,2000,1,2003
ECU,130,A2.9-1810,Lucio Gutierrez,15,1,2003,4,2005
ECU,130,A3.0-28,Alfredo Palacio,20,4,2005,1,2007
ECU,130,A3.0-29,Rafael Correa,15,1,2007,,
PER,135,A2.9-1906,Odria,29,10,1948,6,1950
PER,135,A2.9-1909,Noriega,1,6,1950,7,1950
PER,135,A2.9-1912,Odria,28,7,1950,7,1956
PER,135,A2.9-1915,Ugarteche,28,7,1956,7,1962
PER,135,A2.9-1918,Perez Godoy,19,7,1962,3,1963
PER,135,A2.9-1921,Lindley Lopez,3,3,1963,7,1963
PER,135,A2.9-1924,Belaunde,28,7,1963,10,1968
PER,135,A2.9-1927,Velasco Alvarado,3,10,1968,8,1975
PER,135,A2.9-1930,Morales Bermudez,30,8,1975,7,1980
PER,135,A2.9-1933,Belaunde,28,7,1980,7,1985
PER,135,A2.9-1936,Garcia Perez,28,7,1985,7,1990
PER,135,A2.9-1939,Fujimori,28,7,1990,11,2000
PER,135,A2.9-1942,Valentin Paniagua,23,11,2000,7,2001
PER,135,A2.9-1945,Alejandro Toledo,28,7,2001,7,2006
PER,135,A3.0-30,Garcia Perez,28,7,2006,7,2011
PER,135,A3.0-31,Ollanta Humala,28,7,2011,,
BRA,140,A2.9-1996,Dutra,31,1,1946,1,1951
BRA,140,A2.9-1999,Vargas,10,2,1951,8,1954
BRA,140,A2.9-2002,Cafe Filho,24,8,1954,11,1955
BRA,140,A2.9-2005,Coimbra da Luz,8,11,1955,11,1955
BRA,140,A2.9-2008,Oliveria Ramos,11,11,1955,1,1956
BRA,140,A2.9-2011,Kubitschek,31,1,1956,1,1961
BRA,140,A2.9-2014,Quadros,31,1,1961,8,1961
BRA,140,A2.9-2017,Ranieri Mazzilli,25,8,1961,9,1961
BRA,140,A2.9-2020,Goulart,7,9,1961,4,1964
BRA,140,A2.9-2023,Ranieri Mazzilli,2,4,1964,4,1964
BRA,140,A2.9-2026,Castello Branco,15,4,1964,3,1967
BRA,140,A2.9-2029,Costa de Silva,15,3,1967,9,1969
BRA,140,A2.9-2032,Military Junta,1,9,1969,10,1969
BRA,140,A2.9-2035,Medici,25,10,1969,3,1974
BRA,140,A2.9-2038,Geisel,15,3,1974,3,1979
BRA,140,A2.9-2041,Figueiredo,15,3,1979,3,1985
BRA,140,A2.9-2044,Sarnay,21,3,1985,3,1990
BRA,140,A2.9-2047,Mello,15,3,1990,10,1992
BRA,140,A2.9-2050,"Franco, Itamar",2,10,1992,12,1994
BRA,140,A2.9-2053,Cardoso,1,1,1995,1,2003
BRA,140,A2.9-2056,Lula da Silva,1,1,2003,1,2011
BRA,140,A3.0-32,Rousseff,1,1,2011,,
BOL,145,A2.9-2137,Urriolagoitia,7,5,1949,5,1951
BOL,145,A2.9-2140,Ballivian Rojas,16,5,1951,4,1952
BOL,145,A2.9-2143,Siles Zuazo,11,4,1952,4,1952
BOL,145,A2.9-2146,Paz Estenssoro,17,4,1952,6,1956
BOL,145,A2.9-2149,Siles Zuazo,17,6,1956,8,1960
BOL,145,A2.9-2152,Paz Estenssoro,6,8,1960,11,1964
BOL,145,A2.9-2155,Barrientos Ortuna,6,11,1964,1,1966
BOL,145,A2.9-2158,Ovando Candia,5,1,1966,8,1966
BOL,145,A2.9-2161,Barrientos Ortuna,6,8,1966,4,1969
BOL,145,A2.9-2164,Siles Salinas,27,4,1969,9,1969
BOL,145,A2.9-2167,Ovando Candia,26,9,1969,10,1970
BOL,145,A2.9-2170,Torres,7,10,1970,8,1971
BOL,145,A2.9-2173,Banzer Suarez,22,8,1971,7,1978
BOL,145,A2.9-2176,Pereda Asbun,21,7,1978,11,1978
BOL,145,A2.9-2179,Padilla Aranciba,24,11,1978,8,1979
BOL,145,A2.9-2182,Guevara Arze,8,8,1979,11,1979
BOL,145,A2.9-2185,Natusch Busch,1,11,1979,11,1979
BOL,145,A2.9-2188,Gueiler Tejada,16,11,1979,7,1980
BOL,145,A2.9-2191,Garcia Meza Tejada,18,7,1980,8,1981
BOL,145,A2.9-2194,Torrelio Villa,5,8,1981,7,1982
BOL,145,A2.9-2197,Vildoso Calderon,21,7,1982,10,1982
BOL,145,A2.9-2200,Siles Zuazo,10,10,1982,8,1985
BOL,145,A2.9-2203,Paz Estenssoro,6,8,1985,8,1989
BOL,145,A2.9-2206,Paz Zamora,6,8,1989,8,1993
BOL,145,A2.9-2209,Gonzalo Sanchez de Lozada,6,8,1993,8,1997
BOL,145,A2.9-2212,Banzer Suarez,6,8,1997,8,2001
BOL,145,A2.9-2215,Jorge Quiroga Ramirez,7,8,2001,8,2002
BOL,145,A2.9-2218,Gonzalo Sanchez de Lozada,8,8,2002,10,2003
BOL,145,A2.9-2221,Carlos Mesa,17,10,2003,6,2005
BOL,145,A3.0-33,Enrique Rodriguez,9,6,2005,1,2006
BOL,145,A3.0-34,Juan Morales,22,1,2006,,
PAR,150,A2.9-2347,Chavez,10,9,1949,5,1954
PAR,150,A2.9-2350,Pareira,6,5,1954,7,1954
PAR,150,A2.9-2353,Stroessner,11,7,1954,2,1989
PAR,150,A2.9-2356,Rodriguez Pedotti,3,2,1989,8,1993
PAR,150,A2.9-2359,Wasmosy Monti,15,8,1993,8,1998
PAR,150,A2.9-2362,Cubas Grau,15,8,1998,3,1999
PAR,150,A2.9-2365,Gonzalez Macchi,28,3,1999,8,2003
PAR,150,A2.9-2368,Nicanor Duarte Frutos,15,8,2003,8,2008
PAR,150,A3.0-35,Fernando Lugo,15,8,2008,6,2012
PAR,150,cb-150-1,Federico Franco,12,6,2012,8,2013
PAR,150,cb-150-2,Horacio Cartes,15,8,2013,,
CHL,155,A2.9-2482,Gonzalez Videla,3,11,1946,11,1952
CHL,155,A2.9-2485,Ibanez Campo,3,11,1952,11,1958
CHL,155,A2.9-2488,Alessandri Rodriguez,3,11,1958,11,1964
